No,학년,이수구분,학수번호,교과목명,학점,이론시간,실습시간,교양영역,강의시간(강의실),분반,담당교수,비고
3,1,1전선,HBJA4452,전공체험(식품공학과),2,2.0,0.0,,"화1,2,3(N204)",1,이승호,주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차 3시간씩 수업)
4,2,1전선,HBJA4434,식품화학(I)및실험,3,1.0,2.0,,"월5(N204) 월6,7(N304)",1,이승호,영어강의/수강신청 1일차 주전공 외 수강제한
5,2,1전선,HBJA4445,식품산업과인공지능및실험,3,1.0,2.0,,"수5,6,7(N201)",1,김기봉,수강신청 1일차 주전공 외 수강제한
6,2,1전선,HBJA4447,식품통계학,3,3.0,0.0,,"수1,2,3(N203)",1,김기봉,nan
7,2,1전심,HBJA4448,식품공학,3,3.0,0.0,,"화1,2,3(C407C)",1,조승용,nan
8,3,1전선,HBJA4411,식품품질관리학,3,3.0,0.0,,"목1,2,3(N204)",1,박진희,nan
9,3,1전선,HBJA4444,식품제품개발론,3,3.0,0.0,,"금1,2,3(N204)",1,박진희,nan
10,3,1전선,HBJA4451,식품효소학,3,3.0,0.0,,"월1,2,3(N204)",1,이승호,영어강의
11,3,1전심,HBJA4432,식품가공공정학및실험,3,1.0,2.0,,"화7(N204) 화8,9(N401)",1,이승호,영어강의/수강신청 1일차 주전공 외 수강제한
12,3,1전심,HBJA4450,기능성식품학,3,3.0,0.0,,"수4,5,6(C407C)",1,조승용,nan
13,4,1전선,HBJA4437,캡스톤디자인,2,0.0,2.0,,"월8,9(N204)",1,이승호,nan
14,4,1전심,HBJA4442,식품안전위생학,3,3.0,0.0,,"화5,6,7(C407C)",1,조승용,nan
1,3,1전선,HBCD0005,취업과창업(공과대학),1,1.0,0.0,,토11(Y101),1,이유진,nan
1,1,1전선,HBJN2149,회로망론Ⅰ,3,3.0,0.0,,"월4,5,6(I107)",1,이흥주,nan
2,1,1전선,HBJN2168,회로망론II,3,3.0,0.0,,"화7,8,9(I211)",1,이흥주,nan
3,1,1전선,HBJW0002,컴퓨터프로그래밍Ⅰ(SW),3,1.0,2.0,,월7(C317) 월7(I207) 수7(C317) 수7(I511) 목7(C317) 목7(I511),1,정민철,자유전공 본학과 전공선택 신청자 전용 강좌
4,1,1전선,HBJW0003,공학수학Ⅰ(PBL),3,2.0,1.0,,"수1,2,3(I208)",1,조준희,"수강신청 1일차 주전공 외 수강제한, 원어강의"
5,1,1전선,HBJW0004,컴퓨터프로그래밍II,3,1.0,2.0,,월8(C317) 월8(I511) 수8(C317) 수8(I511) 목8(C317) 목8(I511),1,정민철,nan
6,1,1전선,HBJW0004,컴퓨터프로그래밍II,3,1.0,2.0,,월9(C317) 월9(I511) 수9(C317) 수9(I511) 목9(C317) 목9(I511),2,정민철,nan
7,1,1전선,HBJW0034,공학수학Ⅱ(PBL),3,2.0,1.0,,"월1,2,3(I109)",1,조준희,"수강신청 1일차 주전공 외 수강제한, 원어강의"
8,1,1전선,HBJW0034,공학수학Ⅱ(PBL),3,2.0,1.0,,"화4,5,6(C407B)",2,조준희,"수강신청 1일차 주전공 외 수강제한, 원어강의"
9,2,1전선,HBJN2109,VerilogHDL과디지털시스템설계,3,1.0,2.0,,"화1,2,3(C317)",1,김선희,수강신청 1일차 주전공 외 수강제한
10,2,1전심,HBJN2135,전자신호와시스템,3,1.0,2.0,,월5(C317) 월5(I207) 수5(C317) 수5(I511) 목5(C317) 목5(I511),1,정민철,nan
11,2,1전심,HBJN2135,전자신호와시스템,3,1.0,2.0,,월6(C317) 월6(I207) 수6(C317) 수6(I511) 목6(C317) 목6(I511),2,정민철,nan
12,3,1전심,HBJW0033,자동제어(PBL),3,2.0,1.0,,"수1,2,3(C317) 수1,2,3(I105)",1,이유진,"수강신청 1일차 주전공 외 수강제한, 원어강의"
13,3,1전심,HBJW0044,반도체공정(PBL),3,2.0,1.0,,"목1,2,3(I211)",1,조준희,"수강신청 1일차 주전공 외 수강제한, 원어강의"
14,3,1전심,HBJW0044,반도체공정(PBL),3,2.0,1.0,,"목5,6,7(C407B)",2,조준희,"수강신청 1일차 주전공 외 수강제한, 원어강의"
15,3,1전심,HBJW0047,응용전자회로실험,3,0.0,3.0,,"화4,5,6(C409)",1,이흥주,수강신청 1일차 주전공 외 수강제한
16,4,1전선,HBJW0045,전자공학세미나,3,3.0,0.0,,"수4,5,6(I104)",1,이유진,"수강신청 1일차 주전공 외 수강제한, 원어강의"
1,1,1전선,HBJO2161,컴퓨터프로그래밍Ⅱ(PBL),3,1.0,2.0,,"수3,4,5(I718Ⅰ)",1,김진희,nan
2,1,1전선,HBJO2161,컴퓨터프로그래밍Ⅱ(PBL),3,1.0,2.0,,"목1,2,3(I718Ⅰ)",2,김진희,nan
3,1,1전선,HBJO2225,컴퓨터프로그래밍실습Ⅱ(PBL),3,0.0,3.0,,"금1,2,3(I718Ⅰ)",1,미정,nan
4,1,1전선,HBJO2225,컴퓨터프로그래밍실습Ⅱ(PBL),3,0.0,3.0,,"금5,6,7(C101)",2,김진희,nan
5,1,1전선,HBJW0001,이산수학,3,1.0,2.0,,"화5,6,7(I110)",1,양희경,nan
6,1,1전선,HBJW0008,웹프로그래밍 및 AI에이전트 활용,3,1.0,2.0,,"목8,9,10(I109)",1,배동성,nan
7,2,1전선,HBJO2179,알고리즘(PBL),3,1.0,2.0,,"화1,2,3(I407)",1,양희경,nan
8,2,1전선,HBJO2184,데이터베이스,3,1.0,2.0,,"목5,6,7(I109)",1,배동성,nan
9,2,1전선,HBJO2209,모바일프로그래밍,3,1.0,2.0,,"수1,2,3(I108)",1,성광제,nan
10,2,1전선,HBJO2227,알고리즘실습(PBL),3,0.0,3.0,,"월5,6,7(I104)",1,양희경,nan
11,2,1전심,HBJO2239,선형대수학,3,1.0,2.0,,"월1,2(I108) 월3(I110)",1,양희경,nan
12,3,1전선,HBJO0053,영상처리(PBL),3,1.0,2.0,,"목1,2,3(N203)",1,박한샘,nan
13,3,1전선,HBJO2222,소프트웨어프로젝트(PBL),3,0.0,3.0,,"월8,9,10(I718Ⅰ)",1,"배동성,백선욱",nan
14,3,1전심,HBJO2205,임베디드loT프로그래밍(PBL),3,1.0,2.0,,"월1,2,3(I111)",1,성광제,nan
15,3,1전심,HBJO2235,심층학습(PBL),3,1.0,2.0,,"월5,6,7(N203)",1,박한샘,nan
16,4,1전선,HBJO2196,소프트웨어캡스톤디자인Ⅱ,3,0.0,3.0,,"화9,10,11(I718Ⅰ) 금9,10(I718Ⅰ)",1,"성광제,양희경",집중이수제(1~9주차 주당 5시간) / 중간·기말고사 미실시
17,4,1전선,HBJO2196,소프트웨어캡스톤디자인Ⅱ,3,0.0,3.0,,"화9,10,11(C311) 금9,10(C311)",2,"박한샘,배동성",집중이수제(1~9주차 주당 5시간) / 중간·기말고사 미실시
18,4,1전심,HBJO2207,지능형소프트웨어(PBL),3,1.0,2.0,,"화5,6,7(I511)",1,박한샘,nan
19,4,1전심,HBJO2231,고성능컴퓨팅(PBL),3,1.0,2.0,,"화1,2,3(I107)",1,성광제,nan
1,1,1전선,HBJM2089,컴퓨터구조,3,1.0,2.0,,"화1,2,3(I719)",1,박현주,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBJM2089,컴퓨터구조,3,1.0,2.0,,"목1,2,3(I719)",2,박현주,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBMA1008,객체지향프로그래밍(PBL),3,1.0,2.0,,"월3,4,5(I805)",1,김기봉,nan
4,1,1전선,HBMA1008,객체지향프로그래밍(PBL),3,1.0,2.0,,"화5,6,7(I805)",2,김기봉,nan
5,1,1전선,HBMA1018,고급 C프로그래밍,3,1.0,2.0,,"화4(I719) 수1,2(I719)",1,박현주,수강신청 1일차 주전공 외 수강제한
6,1,1전선,HBSM0010,고급 R 프로그래밍,3,1.0,2.0,,"화1,2,3(I805)",1,김기봉,nan
7,1,1전선,HBSM0010,고급 R 프로그래밍,3,1.0,2.0,,"목1,2,3(I805)",2,김기봉,nan
8,2,1전선,HBJM2109,전자회로및설계,3,1.0,2.0,,"월1,2,3(I702)",1,이시우,수강신청 1일차 주전공 외 수강제한
9,2,1전선,HBJM2109,전자회로및설계,3,1.0,2.0,,"화1,2,3(I702)",2,이시우,수강신청 1일차 주전공 외 수강제한
10,2,1전선,HBJM2141,통신시스템설계,3,1.0,2.0,,"수1,2,3(I408)",1,왕한호,수강신청 1일차 주전공 외 수강제한
11,2,1전선,HBSM0001,지능형시스템개론,3,1.0,2.0,,"금1,2,3(I408)",1,왕한호,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBSM0005,전자회로및설계실험,3,0.0,3.0,,"월5,6,7(I702)",1,이시우,수강신청 1일차 주전공 외 수강제한
13,2,1전선,HBSM0005,전자회로및설계실험,3,0.0,3.0,,"화8,9,10(I702)",2,이시우,수강신청 1일차 주전공 외 수강제한
14,3,1전선,HBJM2142,창의전공설계(스마트정보통신공 학),3,0.0,3.0,,"수1,2,3(I701)",1,최주희,nan
15,3,1전선,HBSM0006,정보전송공학,3,1.0,2.0,,"월8,9,10(I702)",1,이시우,수강신청 1일차 주전공 외 수강제한
16,3,1전선,HBSM0006,정보전송공학,3,1.0,2.0,,"금1,2,3(I702)",2,이시우,수강신청 1일차 주전공 외 수강제한
17,3,1전심,HBJM2133,자료구조설계(SW),3,1.0,2.0,,"월7,8,9(I719)",1,박현주,수강신청 1일차 주전공 외 수강제한
18,3,1전심,HBJM2133,자료구조설계(SW),3,1.0,2.0,,"수5,6,7(I719)",2,박현주,수강신청 1일차 주전공 외 수강제한
19,3,1전심,HBJM2148,머신러닝,3,1.0,2.0,,"목5,6,7(I408)",1,왕한호,수강신청 1일차 주전공 외 수강제한
20,3,1전심,HBSM0015,지능제어 임베디드 시스템(PBL),3,1.0,2.0,,"목1,2,3(I408)",1,왕한호,수강신청 1일차 주전공 외 수강제한
21,4,1전선,HBJM2140,알고리즘,3,1.0,2.0,,"화1,2,3(I408)",1,최주희,nan
22,4,1전심,HBJM2128,정보통신기술세미나,3,1.0,2.0,,"화5,6,7(I701)",1,최주희,nan
1,1,1전선,HBJP2042,경영학원론(경영공학과),3,2.0,1.0,,"월5,6,7(I821)",1,신현준,nan
2,1,1전선,HBJP2042,경영학원론(경영공학과),3,2.0,1.0,,"월11,12,13(I821)",2,신현준,재직자전형분반
3,1,1전선,HBJP2255,경제성공학,3,1.0,2.0,,"월1,2,3(I801A)",1,서광규,원어강의
4,1,1전선,HBJP2255,경제성공학,3,1.0,2.0,,"화1,2,3(I801A)",2,서광규,원어강의
5,1,1전선,HBJP2292,프로그래밍기초,3,1.0,2.0,,"목1,2,3(I820)",1,유재필,nan
6,1,1전선,HBJP2292,프로그래밍기초,3,1.0,2.0,,"금1,2,3(I820)",2,유재필,nan
7,2,1전선,HBJP2021,마케팅조사론,3,1.0,2.0,,"목4,5,6(I820)",1,박은영,nan
8,2,1전선,HBJP2151,경영데이터분석기초,3,1.0,2.0,,"수8,9,10(I820)",1,김길환,"원격수업, e-러닝"
9,2,1전선,HBJP2272,경영통계Ⅱ,3,1.0,2.0,,"화5,6,7(I820)",1,최성훈,nan
10,2,1전선,HBJP2272,경영통계Ⅱ,3,1.0,2.0,,"수5,6,7(I820)",2,최성훈,nan
11,3,1전선,HBJP2248,유통물류관리,3,2.0,1.0,,"수5,6,7(I821)",1,배윤주,nan
12,3,1전선,HBJP2248,유통물류관리,3,2.0,1.0,,"금11,12,13(I821)",2,배윤주,재직자전형분반
13,3,1전선,HBJP2289,창의형캡스톤디자인I,3,1.0,2.0,,"금1,2,3(I821)",1,신현준,nan
14,3,1전선,HBJP2289,창의형캡스톤디자인I,3,1.0,2.0,,"금1,2,3(I801A)",2,최성훈,nan
15,3,1전심,HBJP2161,디지털마케팅애널리틱스,3,1.0,2.0,,"화2,3,4(I820)",1,김길환,nan
16,3,1전심,HBJP2161,디지털마케팅애널리틱스,3,1.0,2.0,,"화11,12,13(I820)",2,김길환,재직자전형분반
17,3,1전심,HBJP2257,금융공학,3,2.0,1.0,,"월1,2,3(I821)",1,신현준,nan
18,3,1전심,HBJP2280,경영과학응용,3,1.0,2.0,,"월4,5,6(I820)",1,서광규,원어강의
19,4,1전선,HBJP2276,기술경영,3,2.0,1.0,,"목4,5,6(I821)",1,유재필,nan
20,4,1전선,HBJP2276,기술경영,3,2.0,1.0,,"수11,12,13(I821)",2,유재필,재직자전형분반
1,1,1전선,HBEC0021,기초생명공학Ⅰ,3,3.0,0.0,,"수3(I310) 목1,2(I207)",1,이승호,원어강의
2,1,1전선,HBEC0030,일반화학II,3,3.0,0.0,,"화4(I209) 수5,6(I704)",1,강성민,nan
3,1,1전선,HBEC0031,일반물리학및연습II(PBL),3,2.0,1.0,,"월7,8,9(I704)",1,강문성,nan
4,1,1전선,HBEC0034,미적분학(그린화학공학),2,2.0,0.0,,"화8,9(I704)",1,강성민,nan
5,2,1전선,HBEC0017,화공열역학,3,3.0,0.0,,"화5,6(I704) 수3(I704)",1,허지영,nan
6,2,1전선,HBEC0018,단백질 생화학,3,3.0,0.0,,"수5,6,7(I308)",1,이승호,nan
7,2,1전선,HBEC0019,화학반응공학,3,3.0,0.0,,"월1,2,3(I311)",1,강문성,nan
8,2,1전선,HBEC0040,화공재료과학,3,3.0,0.0,,"목7,8,9(I704)",1,강성민,nan
9,2,1전선,HBEC0043,생명공학실험Ⅰ,2,0.0,2.0,,"목4,5(C401)",1,이승호,수강신청 1일자 주전공 외 수강제한
10,2,1전선,HBEC0046,탄소중립 AI 엔지니어링,2,2.0,0.0,,"화1,2(I704)",1,박진수,nan
11,2,1전심,HBJG4107,대기오염제어공학,3,3.0,0.0,,"수1,2(I704) 목1(I209)",1,오세원,nan
12,3,1전선,HBEC0042,화공단위조작실습,2,0.0,2.0,,"월7,8(I110) 월7,8(N404)",1,강성민,nan
13,3,1전심,HBEC0015,화공단위조작,3,3.0,0.0,,"목2,3,4(I704)",1,강성민,nan
14,3,1전심,HBEC0024,화학공정제어,3,3.0,0.0,,"월1,2,3(I704)",1,박진수,nan
15,3,1전심,HBEC0028,전산모델링및실습,3,1.0,2.0,,"수5,6,7(I501)",1,허지영,nan
16,3,1전심,HBEC0028,전산모델링및실습,3,1.0,2.0,,"목5,6,7(I501)",2,허지영,nan
17,3,1전심,HBJG4143,에너지변환공학(실습),3,1.0,2.0,,"화1,2,3(C402) 화1,2,3(I110)",1,강문성,nan
18,3,1전심,HBJG4143,에너지변환공학(실습),3,1.0,2.0,,"화4,5,6(C402) 화4,5,6(I107)",2,강문성,nan
19,4,1전선,HBEC0013,캡스톤디자인Ⅱ(그린화학공학),3,1.0,2.0,,"월9(I502) 월9(I503) 화5,6(I502) 화5,6(I503)",1,"박진수,이승호",nan
20,4,1전선,HBEC0013,캡스톤디자인Ⅱ(그린화학공학),3,1.0,2.0,,"월4,5,6(C306) 월4,5,6(I503) 월4,5,6(I502)",2,"강문성,강성민,허지영",
1,1,1전선,HBJG4153,힘과 평형의 이해,3,2.0,1.0,,"화1,2,3(I604)",1,박종섭,nan
2,1,1전선,HBJG4155,전공체험(건설시스템공학과),2,2.0,0.0,,"월6,7,8(I604)",1,박종섭,주·다·부전공 학생 수강 제한/ 집중이수제(1~10주차 3시간씩 수업)
3,1,1전선,HBMA1004,건설기초화학,3,2.0,1.0,,"월2,3,4(I205)",1,안병렬,nan
4,2,1전선,HBJG3131,응용재료역학및실습,3,2.0,1.0,,"월2,3,4(I604)",1,박종섭,nan
5,2,1전선,HBJG3151,토질역학및실습Ⅱ,3,2.0,1.0,,"수1,2,3(I206)",1,박상순,nan
6,2,1전선,HBJG4103,수리학및실험Ⅱ,3,1.0,2.0,,"월6,7,8(I203)",1,안병렬,nan
7,2,1전선,HBJG4108,스마트설계및실습(SW),3,1.0,2.0,,"수5,6,7(I604)",1,박종섭,nan
8,2,1전선,HBJG4133,건설품질관리,2,2.0,0.0,,"화1,2(I207)",1,박상순,nan
9,3,1전선,HBJJ1016,수자원공학및실습(SW),3,1.0,2.0,,"화5,6,7(I203)",1,안병렬,nan
10,3,1전심,HBJG3021,상하수도공학및지역현장실습Ⅱ,3,2.0,1.0,,"화1,2,3(I308)",1,안병렬,nan
11,3,1전심,HBJG3192,환경융합시공학및연습,3,2.0,1.0,,"월1,2,3(I207)",1,박상순,nan
12,3,1전심,HBJG4071,환경융합RC설계및실습,3,2.0,1.0,,"목1,2,3(I604)",1,박상순,nan
13,3,1전심,HBJG4102,응용역학및자격증준비입문,3,2.0,1.0,,"수1,2,3(I604)",1,박종섭,nan
14,전체,교선,HBLC5009,건설과문화,3,3.0,0.0,,"일반(정보기술과산 업) 화4,5,6(I407)",1,박상순,nan
1,1,1전선,HBJQ0009,정보보안론,3,3.0,0.0,,"월8,9,10(I619)",1,윤종호,수강신청 1일차 주전공외수강제한
2,1,1전선,HBJQ0045,프로그래밍프로젝트(PBL),3,1.0,2.0,,"목1,2,3(I619)",1,서창진,nan
3,1,1전선,HBJQ0045,프로그래밍프로젝트(PBL),3,1.0,2.0,,"목7,8,9(I619)",2,서창진,nan
4,1,1전선,HBJQ0064,객체지향프로그래밍(PBL)(정보 보안공학과),3,1.0,2.0,,"목7,8,9(I504)",1,"국중진,염지환",수강신청 1일차 주전공외수강제한
5,1,1전선,HBJQ0064,객체지향프로그래밍(PBL)(정보 보안공학과),3,1.0,2.0,,"목1,2,3(I504)",2,염지환,수강신청 1일차 주전공외수강제한
6,2,1전선,HBJQ0012,웹프로그래밍(정보보안공학과),3,1.0,2.0,,"월1,2,3(I619)",1,윤종호,수강신청 1일차 주전공외수강제한
7,2,1전선,HBJQ0012,웹프로그래밍(정보보안공학과),3,1.0,2.0,,"월5,6,7(I619)",2,윤종호,수강신청 1일차 주전공외수강제한
8,2,1전선,HBJQ0017,통신네트워크,3,1.0,2.0,,"목1,2,3(I603)",1,박진성,수강신청 1일차 주전공외수강제한
9,2,1전선,HBJQ0017,통신네트워크,3,1.0,2.0,,"목5,6,7(I603)",2,박진성,수강신청 1일차 주전공외수강제한
10,2,1전선,HBJQ0050,리눅스보안실습,3,1.0,2.0,,"화5,6,7(I619)",1,서창진,nan
11,2,1전선,HBJQ0050,리눅스보안실습,3,1.0,2.0,,"수5,6,7(I619)",2,서창진,nan
12,2,1전선,HBJQ0052,시스템프로그래밍,3,1.0,2.0,,"월8,9,10(I504)",1,국중진,수강신청 1일차 주전공외수강제한
13,2,1전선,HBJQ0053,컴퓨터아키텍처,3,1.0,2.0,,"월5,6,7(I603)",1,황우성,수강신청 1일차 주전공외수강제한
14,2,1전선,HBJQ0053,컴퓨터아키텍처,3,1.0,2.0,,"월1,2,3(I603)",2,황우성,수강신청 1일차 주전공외수강제한
15,2,1전선,HBJQ0071,인공지능 프로그래밍,3,1.0,2.0,,"화1,2,3(I603)",1,황우성,수강신청 1일차 주전공외수강제한
16,3,1전선,HBJQ0028,캡스톤디자인1(정보보안공학),3,0.0,3.0,,"월5,6,7(I504)",1,국중진,nan
17,3,1전선,HBJQ0028,캡스톤디자인1(정보보안공학),3,0.0,3.0,,"수7,8,9(I603)",2,박진성,nan
18,3,1전선,HBJQ0055,시스템보안,3,1.0,2.0,,"화5,6,7(I504)",1,국중진,수강신청 1일차 주전공외수강제한
19,3,1전심,HBJQ0015,운영체제,3,3.0,0.0,,"수4,5,6(I504)",1,국중진,수강신청 1일차 주전공외수강제한
20,3,1전심,HBJQ0043,네트워크보안(PBL),3,1.0,2.0,,"월1,2,3(I204)",1,박진성,nan
21,3,1전심,HBJQ0043,네트워크보안(PBL),3,1.0,2.0,,"월5,6,7(I204)",2,박진성,nan
22,3,1전심,HBJQ0056,악성코드분석,3,1.0,2.0,,"수1,2,3(I619)",1,서창진,nan
23,4,1전심,HBJQ0026,디지털포렌식,3,1.0,2.0,,"월1,2,3(I504)",1,국중진,수강신청 1일차 주전공외수강제한
24,4,1전심,HBJQ0032,정보보호관리평가,3,3.0,0.0,,"화1,2,3(I511)",1,박진성,nan
1,1,1전선,HBEA0047,창의전공설계(PBL),2,0.5,1.5,,"수5,6(I505)",1,김선희,수강신청 1일차 주전공 외 수강제한
2,1,1전선,HBEA0050,공학수학프로그래밍,3,2.0,1.0,,"월6,7,8(I211)",1,조준희,수강신청 1일차 주전공 외 수강제한
3,1,1전선,HBMA1022,C프로그래밍및프로젝트(PBL),3,1.0,2.0,,"화5,6,7(I409)",1,김혜윤,수강신청 1일차 주전공 외 수강제한
4,1,1전선,HBMA1022,C프로그래밍및프로젝트(PBL),3,1.0,2.0,,"목1,2,3(I409)",2,김혜윤,수강신청 1일차 주전공 외 수강제한
5,2,1전선,HBEA0013,RLC회로설계,2,2.0,0.0,,"화2,3(I305)",1,윤광섭,수강신청 1일차 주전공 외 수강제한
6,2,1전선,HBEA0014,CMOS트랜지스터(PBL),3,2.0,1.0,,"수1,2,3(I505)",1,이종환,수강신청 1일차 주전공 외 수강제한
7,2,1전선,HBEA0026,인공지능기초,3,1.0,2.0,,"월1,2,3(I409)",1,김혜윤,수강신청 1일차 주전공 외 수강제한
8,2,1전선,HBEA0026,인공지능기초,3,1.0,2.0,,"월5,6,7(I409)",2,김혜윤,수강신청 1일차 주전공 외 수강제한
9,2,1전선,HBEA0027,Verilog기반디지털시스템설계(P BL),3,1.0,2.0,,"목1,2,3(I505)",1,김선희,수강신청 1일차 주전공 외 수강제한
10,2,1전선,HBEA0027,Verilog기반디지털시스템설계(P BL),3,1.0,2.0,,"목5,6,7(I505)",2,김선희,수강신청 1일차 주전공 외 수강제한
11,2,1전선,HBEA0031,ATmega시스템설계(IC-PBL),3,1.0,2.0,,"금7,8,9(I409)",1,박성현,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBEA0037,RLC회로실험,2,0.0,2.0,,"화5,6(I401)",1,윤광섭,수강신청 1일차 주전공 외 수강제한
13,2,1전심,HBEA0040,Linux운영체제및시스템프로그래 밍(PBL),3,1.0,2.0,,"월1,2,3(I505)",1,김선희,수강신청 1일차 주전공 외 수강제한
14,2,1전심,HBEA0040,Linux운영체제및시스템프로그래 밍(PBL),3,1.0,2.0,,"월5,6,7(I505)",2,김선희,수강신청 1일차 주전공 외 수강제한
15,3,1전선,HBEA0042,CPU설계(PBL),3,1.0,2.0,,"목5,6,7(I409)",1,미정,수강신청 1일차 주전공 외 수강제한
16,3,1전심,HBEA0016,필터증폭회로실험,3,0.0,3.0,,"월5,6,7(I401)",1,윤광섭,수강신청 1일차 주전공 외 수강제한
17,3,1전심,HBEA0030,디스플레이공학,3,2.0,1.0,,"화5,6,7(I505)",1,이종환,수강신청 1일차 주전공 외 수강제한
18,3,1전심,HBEA0039,필터증폭회로설계,2,2.0,0.0,,"월2,3(I107)",1,윤광섭,수강신청 1일차 주전공 외 수강제한
19,3,1전심,HBEA0043,알고리즘코딩테스트,3,1.0,2.0,,"화1,2,3(I409)",1,김혜윤,수강신청 1일차 주전공 외 수강제한
20,4,1전선,HBEA0011,ZynqSoC,3,1.0,2.0,,"수1,2,3(I409)",1,김선희,수강신청 1일차 주전공 외 수강제한
21,4,1전선,HBEA0029,전공실무특강,3,2.0,1.0,,"수5,6,7(I409)",1,김혜윤,수강신청 1일차 주전공 외 수강제한
1,1,1전선,HBEB0030,기초전기전자공학,3,1.0,2.0,,"월1,2,3(I511)",1,백수황,수강신청 1일차 주전공외수강제한
2,1,1전선,HBEB0030,기초전기전자공학,3,1.0,2.0,,"화5,6,7(I404)",2,백수황,수강신청 1일차 주전공외수강제한
3,1,1전선,HBEB0044,C프로그래밍(휴먼지능로봇),3,1.0,2.0,,"수1,2,3(I510)",1,정성균,수강신청 1일차 주전공외수강제한
4,1,1전선,HBMA1023,계산과학이론및실습,3,1.0,2.0,,"화8,9,10(I404)",1,정성균,수강신청 1일차 주전공외수강제한
5,1,1전선,HBMA1023,계산과학이론및실습,3,1.0,2.0,,"금5,6,7(I404)",2,정성균,수강신청 1일차 주전공외수강제한
6,2,1전선,HBEB0011,논리회로설계,3,1.0,2.0,,"수5,6,7(I404)",1,정성균,수강신청 1일차 주전공외수강제한
7,2,1전선,HBEB0011,논리회로설계,3,1.0,2.0,,"금1,2,3(I510)",2,정성균,수강신청 1일차 주전공외수강제한
8,2,1전선,HBEB0017,기초로봇기구학및설계(PBL),3,1.0,2.0,,"수1,2,3(I404)",1,봉재환,수강신청 1일차 주전공외수강제한
9,2,1전선,HBEB0017,기초로봇기구학및설계(PBL),3,1.0,2.0,,"목1,2,3(I404)",2,봉재환,수강신청 1일차 주전공외수강제한
10,2,1전선,HBEB0018,머신러닝의이해,3,1.0,2.0,,"금4,5,6(I501)",1,봉재환,수강신청 1일차 주전공외수강제한
11,2,1전선,HBEB0026,신호및시스템(휴먼지능로봇),3,2.0,1.0,,"수8,9,10(I104)",1,미정,강사 미충원 시 폐강/수강신청 1일차 주전공외수강제한
12,2,1전선,HBEB0055,AI로봇어드벤처디자인,3,0.0,3.0,,"화6,7(I510) 화0(Z101)",1,염기원,b-러닝 교과목/수강신청 1일차 주전공외수강제한
13,3,1전선,HBEB0056,로봇액추에이터,3,1.0,2.0,,"월5,6,7(I511)",1,백수황,수강신청 1일차 주전공외수강제한
14,3,1전선,HBEB0062,심화 로봇 기구학 및 설계,3,1.0,2.0,,"금1,2,3(I404)",1,봉재환,수강신청 1일차 주전공외수강제한
15,3,1전심,HBEB0007,제어공학및설계(PBL),3,1.0,2.0,,"금7,8,9(I501)",1,미정,강사 미충원 시 폐강/수강신청 1일차 주전공외수강제한
16,3,1전심,HBEB0008,로봇비전(IC-PBL),3,1.0,2.0,,"목5,6,7(I106)",1,봉재환,수강신청 1일차 주전공외수강제한
17,3,1전심,HBEB0031,로봇역학의이해및실습,3,1.0,2.0,,"수1,2,3(I405)",1,염기원,수강신청 1일차 주전공외수강제한
18,4,1전선,HBEB0023,캡스톤디자인Ⅱ(휴먼지능로봇),3,0.0,3.0,,"화1,2,3(I510)",1,정성균,수강신청 1일차 주전공외수강제한
19,4,1전선,HBEB0029,로봇제어프로젝트,3,0.0,3.0,,"수5,6,7(I405)",1,염기원,수강신청 1일차 주전공외수강제한
1,1,1전선,HBAM0003,모빌리티입문설계(PBL),2,0.0,2.0,,"화5,6(C415)",1,이광재,nan
2,1,1전선,HBAM0005,객체지향프로그래밍,3,1.0,2.0,,"화7,8,9(N203)",1,강태구,nan
3,1,1전선,HBAM0006,선형대수,3,3.0,0.0,,"월6,7,8(AB102)",1,이광재,nan
4,1,1전선,HBEA0047,창의전공설계(PBL),2,0.5,1.5,,"수5,6(I505)",1,김선희,수강신청 1일차 주전공 외 수강제한
5,1,1전선,HBEB0044,C프로그래밍(휴먼지능로봇),3,1.0,2.0,,"수1,2,3(I510)",1,정성균,수강신청 1일차 주전공외수강제한
6,1,1전선,HBIT0005,3D모델링Ⅱ,3,1.0,2.0,,"화5,6,7(F305)",1,"김국토,김원재",nan
7,1,1전선,HBIT0005,3D모델링Ⅱ,3,1.0,2.0,,"목5,6,7(F305)",2,"김국토,김원재",nan
8,2,1전선,HBAM0013,모빌리티 동역학,3,3.0,0.0,,"목8,9,10(I105)",1,봉재환,nan
9,2,1전선,HBAM0014,기계학습,3,1.0,2.0,,"수5,6,7(C415)",1,배동성,nan
10,2,1전선,HBAM0015,모빌리티 비전시스템,3,1.0,2.0,,"수1,2,3(N202)",1,강태구,nan
11,2,1전선,HBEA0027,Verilog기반디지털시스템설계(P BL),3,1.0,2.0,,"목1,2,3(I505)",1,김선희,수강신청 1일차 주전공 외 수강제한
12,2,1전선,HBEA0027,Verilog기반디지털시스템설계(P BL),3,1.0,2.0,,"목5,6,7(I505)",2,김선희,수강신청 1일차 주전공 외 수강제한
